fac_id,org_name,facility_name,fac_aka,address1,address2,city,state,zipcode,latitude,longitude,fac_website,fac_net_count,fac_ix_count,fac_carrier_count,sales_email,sales_phone,tech_email,tech_phone,property,voltage_services,last_updated,fac_notes
9123,Sify Technologies Limited,Sify Global Delivery Center (Hyderabad),,Survey No 115,Financial District,Nanakaramguda,Telangana,500089,17.418749,78.341596,https://www.sifytechnologies.com/,15,3,0,,,,,,,2025-09-26 00:00:00,
9543,Myguru Online India Pvt Ltd,Myguru Vijayawada,,"1st Floor, Plot No: 105&106, 3/4 5th Cross",,Vijayawada,Andhra Pradesh,520007,16.506155,80.67782,http://myguruonline.net,0,0,0,accts@myguruonline.net,+919959857776,networks@myguruonline.net,+919100080100,,,2025-09-26 00:00:00,
9625,HostPalace (INDIA),HostPalace Sarjapur DC (Bengaluru),HOSTPALACE,42 Address One,"Near to Infosys HQ, Next to 42 Queens Square Luxury Villas",Sarjapura,Bengaluru,562125,12.852482,77.783313,https://host-palace.com/,1,0,0,,,,,,,2025-09-26 00:00:00,
9628,Deenet Services Pvt Ltd,DeeNet Data Center Mangalore,Deenet Services Pvt Ltd,"2-64/18(4) DEVENDRA BUILDING,",ADU MAROLI MARIKAMBHA TEMPLE ROAD KULSHEKAR POST,Mangalore,KARNATAKA,575005,12.88367,74.875685,https://www.deenetservices.net,9,0,0,sandesh@deenet.net,+919611226466,noc@deenet.net,+919611226466,,,2026-05-05 00:00:00,Peering with route servers at IXPs but only accept IRR and RPKI-valid prefixes for security reasons. Also implemented Mutually Agreed Norms for Routing Security (MANRS).
9724,CtrlS Datacenters Ltd,CtrlS Hyderabad DC2,,"Financial District, Nanakaramguda",,Hyderabad,Telangana,500032,17.436221,78.364587,https://www.ctrls.com/datacenter-hyderabad/,8,0,2,,,,,Owner,,2025-09-26 00:00:00,"Hyderabad DC 2 | No of Racks 720 | Built Up Area 82,262 Sq.ft | Power Capacity 7.4 MW | Security Level Nine Zone"
9725,CtrlS Datacenters Ltd,CtrlS Mumbai DC2,,"TTC Industrial Area, South Central Road, MIDC Industrial Area, Mahape",,Mumbai,Maharashtra,400710,19.108213,73.023588,https://www.ctrls.in/data-center-services.php,16,2,2,,,,,,,2025-09-26 00:00:00,"Mumbai DC1 & DC2 | No of Racks: 5,555 | Rated-4 Facility | Area: 3,94,177sq.ft. | Power Capacity: 42 MW | Security Level: Nine Zone"
9726,CtrlS Datacenters Ltd,CtrlS Mumbai DC3,,"DNA Rd, Electronic Zone, MIDC Industrial Area, Mahape, Navi Mumbai,",Navi Mumbai,Mumbai,Maharashtra,400705,19.109778,73.024444,https://www.ctrls.in/data-center-services.php,6,1,1,,,,,,,2025-09-26 00:00:00,"CtrlS Mumbai DC3 | No of Racks: 1,045 | Rated-4 Facility | Area: 1,46,000 sq. ft. | Power Capacity: 8 MW | Security Level: Nine Zone"
9735,CtrlS Datacenters Ltd,CtrlS Hyderabad DC3,,"Financial District, Nanakaramguda",,Hyderabad,Telangana,500032,17.436221,78.364587,https://www.ctrls.com/datacenter-hyderabad/,4,1,1,,,,,,,2025-09-26 00:00:00,"Hyderabad DC 3 | No of Racks 3500 | Built Up Area 1,30,000 Sq.ft | Power Capacity 13 MW | Security Level Eight Zone"
9868,NTTCINS,Netmagic Chandivali - MUM DC06,,Light Hall D Wing Hiranandani Business Park,Saki Vihar Road Chandivali Andheri East,Mumbai,Maharashtra,400072,19.114685,72.890391,https://services.global.ntt/en-us/,6,1,0,,,,,,,2025-09-26 00:00:00,
9869,NTTCINS,Netmagic Chandivali - MUM DC07,,Light Hall E Wing Hiranandani Business Park,Saki Vihar Road Chandivali Andheri East,Mumbai,Maharashtra,400072,19.114685,72.890391,https://services.global.ntt/en-us/,8,1,0,,,,,,,2025-09-26 00:00:00,
10552,Yotta Data Services Private Limited,YOTTA NM1,,Yotta Datacenter,"Hiranandani Fortune City - Panvel Survey No. 30,","Panvel, Raigad,",,410206,18.996228,73.11336,http://www.yotta.com,21,2,0,marketing@yotta.com,+912268689000,ops.network@yotta.com,+9118002096882,,,2025-09-26 00:00:00,
10728,RackBank Datacenters Private Ltd,Rackbank DC Central India,Rackbank DC,"First Floor, Building 1, SEZ","Crystal IT Park, Ring Road",Indore,Madhya Pradesh,452016,22.685824,75.872266,https://www.rackbank.com/colocation-india.php,1,0,0,radhe@rackbank.com,+916262016363,noc@rackbank.com,+919993123012,,,2025-09-26 00:00:00,
11399,FIBMESH IN LIMITED,FIBMESH EDGE DC - JMU 01,,"GF, SIDCO COMMERCIAL COMPLEX","EPIP KARTHOLI, BARI BRAHMANA",JAMMU,JAMMU AND KASHMIR,181133,32.642222,74.941389,https://www.fibmesh.com,2,0,0,,,admin.net_fm.in@fibmesh.com,,,,2025-09-26 00:00:00,
11403,Inic Communications Pvt. Ltd.,"Insta-DC, Bhilai",INSTANET,"Nehru Nagar, Bhilai",,Bhilai,Chhattisgarh,490020,21.206439,81.329452,https://instalinks.in,2,1,0,info@instalinks.in,+917884006666,info@instalinks.in,+919009085666,Lessee,,2025-09-26 00:00:00,
11442,Extreme Infocom Pvt. Ltd.,Extreme Gurgaon,,"The Pavillion Court, Anamika Enclave",Sector 14,Gurugram,Haryana,122022,28.468586,77.038164,http://www.extreme-ix.org,3,1,0,sales@x3me.net,,support@x3me.net,,,,2025-09-26 00:00:00,
11444,Extreme Infocom Pvt. Ltd.,Extreme Janakpuri,,Janakpuri District Center,,New Delhi,Delhi,110058,28.629393,77.081353,http://www.extreme-ix.org,3,1,0,sales@x3me.net,,support@x3me.net,,,,2025-09-26 00:00:00,
11445,Extreme Infocom Pvt. Ltd.,Extreme Thane,,"Dev Corpora, Cadbury Junction",Eastern Express Highway,Thane,Maharashtra,400601,19.203306,72.969051,http://www.extreme-ix.org,6,1,0,sales@x3me.net,,support@x3me.net,,,,2025-09-26 00:00:00,
11446,Extreme Infocom Pvt. Ltd.,Extreme Kalyan,,Chatrapati Shivaji Maharaj Chowk,,Kalyan,Maharashtra,421301,19.240091,73.12922,http://www.extreme-ix.org,4,1,0,sales@x3me.net,,support@x3me.net,,,,2025-09-26 00:00:00,
11766,National Internet Exchange of India,NIXI Dehradun,,"STPI(Software technology park of India), Near Vikas Bhawan Building",2 Survey Chowk,Dehradun,Uttrakhand,248001,30.32434,78.050387,https://ix.nixi.in/en/running-noc/Dehradun,2,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
11768,National Internet Exchange of India,NIXI Kanpur,,"STPI(Software Technology park of India)-  UPSIDC Complex, A-1/4",Lakhanpur,Kanpur,Uttar Pradesh,208024,26.49773,80.277952,https://ix.nixi.in/en/running-noc/Kanpur,3,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
11769,National Internet Exchange of India,NIXI Lucknow,,"Ctrls Datacenters Ltd, Unit No: 508& 509, 5th Floor Urbanac Business Park,A-1,",,Lucknow,,226010,26.867327,81.012758,https://ix.nixi.in/en/running-noc/lucknow,3,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12295,BASIS Technologies,BASIS DC Kolkata,,"Moni Bhandar, Webel Bhaban","Salt Lake, Sector V, Block EP&GP",Kolkata,West Bengal,700091,22.569577,88.436278,https://basistech.in/co-location-service/,4,1,0,info@basistech.in,+919831181998,support@basistech.in,+919051624466,,,2025-09-26 00:00:00,
12447,CtrlS Datacenters Ltd,CtrlS Lucknow DC1,,"5th Floor, Urbanac Business Park,",,Lucknow,Uttar Pradesh,226010,26.867327,81.012758,https://www.ctrls.in/data-center-services.php,17,1,1,edge@ctrls.in,+919154745794,vivin.varghese@ctrls.in,+919154745794,,,2025-09-26 00:00:00,
12580,CtrlS Datacenters Ltd,CtrlS Patna DC1,,"Plot No 18, Patliputra Industrial Area",,Patna,Bihar,800013,25.63345,85.10596,https://www.ctrls.in/data-center-services.php,20,1,1,edge@ctrls.in,+919154745794,vivin.varghese@ctrls.in,+919154745794,,,2026-04-06 00:00:00,
12703,National Internet Exchange of India,NIXI Gorakhpur,,"ONE OTT, Cinema road, RKDK Building, Phase-2,","Shahi Market, Gorakhpur, , 273001",Gorakhpur,,273001,26.755813,83.370172,https://ix.nixi.in/en/running-noc/Gorakhpur,0,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12715,National Internet Exchange of India,NIXI Burdwan,,"Burdwan Railway Station Railtel O.F.C. HUT, Burdwan,","Burdwan, West Bengal",Burdwan,West Bengal,713101,23.249819,87.86958,https://ix.nixi.in/en/running-noc/burdwan,2,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12716,National Internet Exchange of India,NIXI Durgapur,,"STPI Durgapur- Address: G89W+78Q, Sahid Sukumar Banerjee Sarani,","Opp to Spencers, Bidhannagar, Durgapur, West Bengal 713212",Durgapur,West Bengal,713212,23.518222,87.345851,https://ix.nixi.in/en/running-noc/durgapur,0,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12717,National Internet Exchange of India,NIXI Baroda,,"Ishan Netsol Pvt Ltd - 802-Sterling Centre, R.C Dutt Road,","Alkapuri, Baroda - 390007",Baroda,Gujarat,390007,22.31036,73.17325,https://ix.nixi.in/en/running-noc/baroda,2,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12723,National Internet Exchange of India,NIXI Gurgaon,,"30, Phase IV, Udyog Vihar, Sector 18,","Gurugram, Haryana 122022",Gurugram,Haryana,122022,28.494032,77.081243,https://ix.nixi.in/en/noc-locations,1,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12733,National Internet Exchange of India,NIXI Indore,,"MPSEDC, STPI Building, Electronic Complex, Atmaram Choudhary Marg, Near Readymade Complex,","Pardesipura, Indore, Madhya Pradesh 452010",Indore,,452010,22.752445,75.86528,https://ix.nixi.in/en/noc-locations,8,1,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12734,National Internet Exchange of India,NIXI Bhopal,,"STPI, Plot No C-11, IT Park, Near RGPV, New Jail Rd,","Gandhi Nagar, Bhopal, Madhya Pradesh 462038",Bhopal,,462038,23.301266,77.361843,https://ix.nixi.in/en/noc-locations,2,1,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12741,National Internet Exchange of India,NIXI Ahmedabad,,"NIXI C/O GNFC, Code Solutions -A Division of GNFC Limited 301, GNFC Info Tower, Nr. Grand Bhagwati,","S G Highway , Bodakdev, Ahmedabad - 380054 Gujarat India.",Ahmedabad,,380054,23.041238,72.51403,https://ix.nixi.in/en/running-noc/ahmedabad,3,1,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12742,National Internet Exchange of India,NIXI Guwahati,,"NIXI C/O AMTRON, Assam Electronics Development Corporation Ltd. Industrial Estate,","Bamunimaidan, Guwahati-21, Assam",Guwahati,,781001,26.185805,91.786092,https://ix.nixi.in/en/running-noc/guwahati,3,1,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12743,National Internet Exchange of India,NIXI Hyderabad,,"NIXI C/O CtrlS Datacenters Ltd,16 Software Units Layout,","Madhapur (Hitech-City),Hyderabad - 500081, Telangana",Hyderabad,Telangana,500081,,,https://ix.nixi.in/en/running-noc/hyderabad,4,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12744,National Internet Exchange of India,NIXI Kolkata,,"NIXI C/O, STT, 1, Videsh Sanchar Bhavan, 18, CIT Rd,","Ultadanga, Kolkata, West Bengal 700054",Kolkata,,700054,22.588914,88.392604,https://ix.nixi.in/en/running-noc/kolkata,3,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12750,National Internet Exchange of India,NIXI Mumbai GPX,,"NIXI C/o Equinix Data center (GPX-1)., Unit A - 001, Boomerang, Chandivali Farm Road,","Near Oberoi Garden, Andheri East, Mumbai - 400072",Mumbai,Maharashtra,400072,19.121328,72.897744,https://ix.nixi.in/en/running-noc/mumbai2,10,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12751,National Internet Exchange of India,NIXI Mumbai SIFY,,"NIXI C/o Sify Technologies:Tower No.2, 5th Floor, International Infotech Park",,Mumbai,Maharashtra,400703,19.063309,72.998648,https://ix.nixi.in/en/running-noc/mumbai1,3,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12752,National Internet Exchange of India,NIXI Panaji,,"STPI DC, 2nd Floor, Udyog Bhawan, Panaji, Goa-403001",,Panaji,,403001,15.500517,73.825736,https://ix.nixi.in/en/noc-locations,1,1,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12769,National Internet Exchange of India,NIXI Chennai STT,,"NIXI C/O. STT, Videsh Sanchar Bhavan, No.4 ,","Swami Sivananda Salai Chennai, Tamil Nadu 600002",Chennai,Tamil Nadu,600002,13.069292,80.278493,https://ix.nixi.in/en/running-noc/chennai(2),3,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12770,National Internet Exchange of India,NIXI Noida Netmagic,,"NIXI C/O, Netmagic IT Services Private Limited Building H - 223,","Sector 63 Near Ginger Hotel Noida, Uttar Pradesh - 201301",Noida,Uttar Pradesh,201301,28.620251,77.381149,https://ix.nixi.in/en/running-noc/delhi-noida,3,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12771,National Internet Exchange of India,NIXI Delhi STT,,"NIXI C/O, STT, IDC Building, Block E, Greater Kailash I,","Greater Kailash New Delhi, Delhi 110048",Delhi,Delhi,110048,,,https://ix.nixi.in/en/running-noc/delhi,4,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12793,National Internet Exchange of India,NIXI Patna,,"CTRLS- 6th floor, Plot no:-18,  Patliputra Industrial Area,",,Patna,Bihar,800013,25.628102,85.110078,https://ix.nixi.in/en/noc-locations,9,0,0,,,ixsupport@irinn.in,+911148202001,,,2025-09-26 00:00:00,
12824,Sai Sri Technologies (OPC) Private Limited,MyGuru Online Guntur,,Mangalagiri,,Guntur,Andhra Pradesh,522503,,,http://myguruonline.net,0,0,0,,,,,,,2025-09-26 00:00:00,
12927,Ishan Netsol Pvt Ltd,Ishan Technologies Baroda,,"802-Sterling Centre, R.C Dutt Road,",Alkapuri,Baroda,Gujarat,390007,22.31034,73.173267,https://ishantechnologies.com/data-center-services,1,1,0,,,,,,,2025-09-26 00:00:00,
13107,National Internet Exchange of India,NIXI Coimbatore,,"ISHAN Netsol Classic Towers, 104, 5th floor, 1547, Trichy road,",,Coimbatore,Tamil Nadu,641018,10.996028,76.97974,https://ix.nixi.in/en/running-noc/Coimbatore,0,1,0,,,,,,,2025-09-26 00:00:00,
13114,National Internet Exchange of India,NIXI Raipur,,"ISHAN-DC, 6th Floor, office no - 1, Ashoka Millennium, Ring Road no-1,",,Raipur,Chhattisgarh,492001,,,https://ix.nixi.in/en/running-noc/Raipur,2,1,0,,,,,,,2025-09-26 00:00:00,
13124,Princeton Digital Group,MU1,PDG,"Gigaplex IT Park, MIDC,","Airoli Knowledge Park Rd, TTC Industrial Area",Mumbai,Maharashtra,400708,19.172883,72.994749,https://princetondg.com/locations/india/#mu1,1,0,0,peeringdb@princetondg.com,,peeringdb@princetondg.com,,,,2026-05-13 00:00:00,
13131,Ishan Netsol Pvt Ltd,Ishan Technologies Surat,,"330 & 331, 3rd Floor, International Trade Centre, Majura Gate, Surat, Gujarat 395001",,Surat,Gujarat,395001,21.181279,72.819144,https://ishantechnologies.com/data-center-services,2,1,0,,,,,,,2025-09-26 00:00:00,
13132,Ishan Netsol Pvt Ltd,Ishan Technologies Mumbai Edge DC,,"310,3rd Floor, B2 wing,",,Mumbai,Maharashtra,400072,19.113774,72.892768,https://ishantechnologies.com/data-center-services,5,0,0,,,,,,,2025-09-26 00:00:00,
13133,Ishan Netsol Pvt Ltd,Ishan Technologies Rajkot,,"406 & 407 Shivam Complex, Opp. Jagnath Temple,","Sarveshwar Chowk, Dr. Yagnik Road",Rajkot,Gujarat,360001,22.293421,70.790579,https://ishantechnologies.com/data-center-services,1,1,0,,,,,,,2025-09-26 00:00:00,
13135,Ishan Netsol Pvt Ltd,Ishan Technologies Noida,,"402, 4th Floor, Ocean Complex,",,Noida,UP,201301,28.569332,77.325629,https://ishantechnologies.com/data-center-services,1,0,0,,,,,,,2025-09-26 00:00:00,
13136,Ishan Netsol Pvt Ltd,Ishan Technologies Kolkata,,"603,6th Floor,DN -21,",,Kolkata,West Bengal,700091,22.575819,88.4332,https://ishantechnologies.com/data-center-services,1,0,0,,,,,,,2025-09-26 00:00:00,
13137,Ishan Netsol Pvt Ltd,Ishan Technologies Bengaluru,,"408, Brigade Tower,","Brigade Road, Ashok Nagar",Bangalore,Karnataka,560025,12.967268,77.606149,https://ishantechnologies.com/data-center-services,1,0,0,,,,,,,2026-07-22 00:00:00,
13138,Ishan Netsol Pvt Ltd,Ishan Technologies Ahmedabad,,"B-503 Shapath Hexa,","Opp. Gujarat Highcourt, Nr. Ganesh Maridian,",Ahmedabad,Gujarat,380060,23.074645,72.525576,https://ishantechnologies.com/data-center-services,2,2,0,,,,,,,2025-09-26 00:00:00,
13146,Ishan Netsol Pvt Ltd,Ishan Technologies Nashik,,"A-204 The Hub, Parijat Nagar Chowk","Opp. Shete Hospital, Mahatma Nagar,",Nashik,Maharashtra,422005,20.002902,73.754627,https://ishantechnologies.com/data-center-services,1,1,0,,,,,,,2025-09-26 00:00:00,
13147,Ishan Netsol Pvt Ltd,Ishan Technologies Nagpur,,"A-704 Lokmat Bhavan,",,Nagpur,Maharashtra,440012,21.142105,79.085532,https://ishantechnologies.com/data-center-services,1,1,0,,,,,,,2025-09-26 00:00:00,
13149,Ishan Netsol Pvt Ltd,Ishan Technologies Raipur,,"Office No. - 1 6th Floor, Ashoka Millennium,",,Raipur,Chhattisgarh,492001,21.225554,81.656264,https://ishantechnologies.com/data-center-services,2,1,0,,,,,,,2025-09-26 00:00:00,
13150,Ishan Netsol Pvt Ltd,Ishan Technologies Jabalpur,,"3rd Floor Shree Ram Tower, Ekta Chowk,",,Jabalpur,Madhya Pradesh,482002,23.182624,79.909205,https://ishantechnologies.com/data-center-services,1,1,0,,,,,,,2025-09-26 00:00:00,
13151,Ishan Netsol Pvt Ltd,Ishan Technologies Cuttack,,"1st Floor, Plot No-741/2309, KB Complex,",,Cuttack,Odisha,753003,20.466632,85.896562,https://ishantechnologies.com/data-center-services,1,2,0,,,,,,,2025-09-26 00:00:00,
13152,Ishan Netsol Pvt Ltd,Ishan Technologies Coimbatore,,"104, 5th floor, CLASSIC TOWERS,",,Coimbatore,Tamil Nadu,641018,10.99461,76.971552,https://ishantechnologies.com/data-center-services,1,0,0,,,,,,,2025-09-26 00:00:00,
13160,CJONLINE ISP India,CJ Online Ghaziabad,,C-109 Industrial Area Bsr Road,,Ghaziabad,Uttar Pradesh,201009,28.659428,77.469861,http://www.cjnet4u.com,0,0,0,,,,,,,2025-09-26 00:00:00,
13368,AdaniConneX,AdaniConneX Chennai 1,,"H 15, Second Main Road SIPCOT",Siruseri,Chennai,,603103,12.826015,80.219345,https://www.adaniconnex.com/data-centers/chennai,2,2,0,adaniconnex@adani.com,+917926565555,noc.maa@adani.com,+916358934925,,,2025-09-26 00:00:00,"Strategically located in SIPCOT IT Park, first-of-its-kind multi-tenant purpose-built facility with access to a global network of data centers and other Indian metro markets."
13373,INFYNIX DATA SERVICES PRIVATE LIMITED,Infynix Bengaluru,,Raheja Towers,,Bangalore,karnataka,560001,12.973163,77.613867,http://www.infynix.in/datacenter.php,0,0,0,rrb.sarma@infynix.in,+919700005991,noc@infynix.in,+918046883902,,,2025-09-26 00:00:00,
13413,Web Werks DataCenter Pvt. Ltd.,Web Werks Bangalore 1,,564 Pattandura Agrahara Main Road Whitefield,,Bangalore,Karnataka,560048,12.963937,77.733138,http://www.webwerks.in,2,0,0,,,,,,,2025-09-26 00:00:00,
13460,Nxtra Data Ltd,Nxtra Data Chennai DC 2,,"A32& A33,3rd cross street, First Cross Road, Siruseri",SIPCOT IT Park,Chennai,Tamil Nadu,603103,12.826015,80.219345,https://www.nxtra.in,7,2,0,business@nxtra.in,,gp.singh@nxtra.in,+919717745802,Owner,480 VAC,2026-03-24 00:00:00,"38 MW LEED certified facility spread over 270,000 sq.ft.; hyperscale park fully integrated with Airtel's global submarine cable network."
13506,Nxtra Data Ltd,Nxtra Data Noida DC 1,,"Plot no 14 , Block A Sctor 62 , Industrial Area",,Noida,Uttar Pradesh,201309,28.628056,77.372389,https://www.nxtra.in/,4,1,0,business@nxtra.in,,gp.singh@nxtra.in,+919717745802,,480 VAC,2026-03-31 00:00:00,
13531,Web Werks DataCenter Pvt. Ltd.,Web Werks Mumbai 2,,"R-201, Sector 8,","MIDC Industrial Area, Rabale,","Navi Mumbai,",Maharashtra,400701,,,https://www.webwerks.in/mumbai-data-center-2,4,1,0,,,,,,,2025-09-26 00:00:00,
13532,Web Werks DataCenter Pvt. Ltd.,Web Werks Hyderabad,,Survey no. 185,Kondapur village,"Serilingampally,Hyderabad",Telangana,500084,17.461865,78.343068,https://www.webwerks.in/hyderabad-data-center,3,0,0,,,,,,,2025-09-26 00:00:00,
13537,Sify Technologies Limited,SIFY Bhubaneswar,,Keshari Commercial Complex,"Unit 3, Kharavela Nagar",Bhubaneswar,,751001,20.272076,85.833282,http://datacentre.sify.com/,1,1,0,,,,,,,2025-09-26 00:00:00,
13538,Sify Technologies Limited,SIFY COCHIN,,"Infopark,Thapasya, Kusumagiri",Kakkanad,Cochin,Kerala,682030,,,https://www.sifytechnologies.com/,2,1,0,,,,,,,2025-09-26 00:00:00,
13539,Sify Technologies Limited,SIFY Chandigarh,,"B4 Sector 57, Sahibzada Ajit Singh Nagar, Mohali",,Chandigarh,,160055,30.726978,76.709914,https://www.sifytechnologies.com/,2,1,0,,,,,,,2026-07-07 00:00:00,
13540,Sify Technologies Limited,SIFY Visakhapatnam,,"City Plaza, Dabagardens,Allipuram Ward,","Block No.41, TS No.1542 Door No.30-15-158",Vishakhapatam,Hyderabad,530001,,,https://www.sifytechnologies.com/,0,1,0,,,,,,,2025-09-26 00:00:00,
13541,Sify Technologies Limited,SIFY Trivandrum,,"3rd Floor,Karimpanal Statue Avenue",,Thiruvananthapuram,Kerala,695001,8.498169,76.948057,https://www.sifytechnologies.com/,0,1,0,,,,,,,2025-09-26 00:00:00,
13542,Sify Technologies Limited,SIFY Ludhiana,,"SCO 37, 3rd floor,Feroze Gandhi Market",,Ludhiana,Punjab,141001,30.901902,75.833388,https://www.sifytechnologies.com/,0,1,0,,,,,,,2025-09-26 00:00:00,
13543,Sify Technologies Limited,SIFY Ranchi,,"Green Field Centrium,5th Floor,Main Road",,Ranchi,Jharkhand,834001,23.351496,85.324759,https://www.sifytechnologies.com/,0,1,0,,,,,,,2025-09-26 00:00:00,
13544,Sify Technologies Limited,SIFY Jalandhar,,"Nirmal Complex, EH 198,Civil Lines","GT Road,Jalandhar",Jalandhar,Punjab,144001,31.320923,75.58285,https://www.sifytechnologies.com/,0,0,0,,,,,,,2025-09-26 00:00:00,
13545,Sify Technologies Limited,SIFY CVR Chambers Vijayawada,,"D:No 40-2-5A,5th Floor,CVR Chambers",,Vijaywada,Andhra Pradesh,520010,16.502014,80.6436,https://www.sifytechnologies.com/,1,0,0,,,,,,,2025-09-26 00:00:00,
13546,Sify Technologies Limited,SIFY Siliguri,,"160/1030, 2nd Floor,Haren Mukherjee Road",,Siliguri,West Bengal,734001,,,https://www.sifytechnologies.com/,1,1,0,,,,,,,2025-09-26 00:00:00,
13547,Sify Technologies Limited,SIFY Amritsar,,"SCF 50, KABIR PARK,OPPOSITE GNDU",,AMRITSAR,PUNJAB,143001,,,https://www.sifytechnologies.com/,0,0,0,,,,,,,2025-09-26 00:00:00,
13548,Sify Technologies Limited,SIFY GP BUILDING Madurai,,"30,Kamala 2nd St ,G P Building",Chinnachokkikulam,Madurai,Tamil Nadu,625002,9.936466,78.131783,https://www.sifytechnologies.com/,1,0,0,,,,,,,2025-09-26 00:00:00,
13549,Sify Technologies Limited,SIFY Salem,,"66,5th floor,Fort Main Road",,SALEM,TAMIL NADU,636002,,,https://www.sifytechnologies.com/,4,1,0,,,,,,,2025-09-26 00:00:00,
13553,Iron Mountain Data Centers,Iron Mountain Data Center - Bangalore (BLR-1),,564 Pattandur Agrahara Main Road Whitefield,,Bangalore,Karnataka,560048,12.963937,77.733138,https://www.ironmountain.com/data-centers/locations/bengaluru-data-center,1,0,0,datacenters@ironmountain.com,+18776543757,imdc.gnoc@ironmountain.com,+18334762656,Owner,,2025-09-26 00:00:00,
13554,Iron Mountain Data Centers,Iron Mountain Data Center - Hyderabad (HYD-1),,No. 185 Kondapur Village,Kondapur,Hyderabad,Telangana,500084,17.459932,78.355122,https://www.ironmountain.com/data-centers/locations/hyderabad-data-center,0,0,0,datacenters@ironmountain.com,+18776543757,imdc.gnoc@ironmountain.com,+18334762656,Owner,,2025-09-26 00:00:00,
13555,Iron Mountain Data Centers,Iron Mountain Data Center - Mumbai (MUM-1),,"9th Floor, Sigma IT Park, R-203, Sector-8",,Navi Mumbai,Maharashtra,400701,19.141169,73.008703,https://www.ironmountain.com/data-centers/locations/mumbai-data-center,5,1,0,datacenters@ironmountain.com,+18776543757,imdc.gnoc@ironmountain.com,+18334762656,Owner,,2025-09-26 00:00:00,
13556,Iron Mountain Data Centers,Iron Mountain Data Center - Mumbai (MUM-2),,"R-201, Sector-8, MIDC Industrial Area",Rabale,Navi Mumbai,Maharashtra,400701,19.140998,73.008196,https://www.ironmountain.com/data-centers/locations/mumbai-data-center,3,1,0,datacenters@ironmountain.com,+18776543757,imdc.gnoc@ironmountain.com,+18334762656,Owner,,2025-09-26 00:00:00,
13557,Iron Mountain Data Centers,Iron Mountain Data Center - Delhi (NCR-1),,"D-230, D Block, Sector 63",Near Danik Jagaran Rd,Noida,Uttar Pradesh,201301,28.627458,77.383923,https://www.ironmountain.com/data-centers/locations/delhi-ncr-data-center,1,0,0,datacenters@ironmountain.com,+18776543757,imdc.gnoc@ironmountain.com,+18334762656,Owner,,2025-09-26 00:00:00,
13558,Iron Mountain Data Centers,Iron Mountain Data Center - Pune (PUN-1),,"Plot No.9, Survey No. 235, 245","Phase 1,  Hinjewadi",Pune,Maharashtra,411057,18.592588,73.727651,https://www.ironmountain.com/data-centers/locations/pune-data-center,1,0,0,datacenters@ironmountain.com,+18776543757,imdc.gnoc@ironmountain.com,+18334762656,Owner,,2025-09-26 00:00:00,
13562,Sify Technologies Limited,SIFY Tuticorin,,"Ceeyem Building18 D, South Raja Street,Tuticorin-628001",,Tuticorin,Tamil Nadu,628001,,,http://www.sifycorp.com,1,1,0,,,,,,,2025-09-26 00:00:00,
13563,Sify Technologies Limited,Sify Bareilly,,"No 63 Civil Lines, Choupla,Bareilly-243002",,Bareilly,Uttar Pradesh,243002,28.354371,79.413517,http://www.sifycorp.com/,0,1,0,,,,,,,2025-09-26 00:00:00,
13647,NTTCINS,NTT NAV01 Mahape,,"Plot EL- 25, 'A' wing , Village Mahape, Trans Thane industrial area","Mahape Navi Mumbai,,District Thane",Navi Mumbai,Maharashtra,400710,19.171907,73.024247,https://services.global.ntt/en-us/services-and-products/global-data-centers/global-locations/india/navi-mumbai-data-center,3,2,0,,,,,,,2025-09-26 00:00:00,
